consumo_kwh,cantidad_equipos,horas_alto_consumo,tipo_inmueble,uso_horario_pico,categoria
732,20,3,Local,False,Moderado
833,6,9,Casa,True,Ineficiente
299,13,7,Casa,False,Moderado
717,2,7,Apartamento,False,Moderado
137,6,13,Apartamento,True,Moderado
739,9,10,Apartamento,False,Ineficiente
555,14,9,Casa,False,Moderado
535,9,5,Casa,False,Moderado
908,12,13,Casa,False,Ineficiente
440,2,5,Casa,True,Moderado
80,14,10,Local,True,Moderado
466,20,2,Casa,False,Eficiente
427,4,3,Casa,False,Moderado
269,18,3,Apartamento,False,Eficiente
584,6,7,Casa,False,Moderado
270,21,5,Apartamento,True,Moderado
587,9,12,Local,True,Ineficiente
448,15,11,Casa,True,Moderado
488,5,4,Oficina,True,Moderado
903,12,4,Apartamento,False,Moderado
196,21,4,Casa,True,Moderado
213,16,7,Casa,False,Moderado
137,20,9,Casa,True,Moderado
635,8,12,Apartamento,False,Ineficiente
764,20,8,Apartamento,False,Moderado
751,20,5,Local,True,Moderado
252,12,12,Oficina,True,Moderado
908,6,13,Apartamento,True,Ineficiente
894,6,5,Apartamento,False,Moderado
228,9,12,Casa,True,Moderado
159,11,11,Apartamento,False,Moderado
292,7,12,Casa,False,Moderado
282,16,12,Apartamento,False,Moderado
843,17,12,Casa,True,Moderado
308,18,3,Casa,False,Eficiente
755,9,2,Casa,True,Moderado
306,9,10,Casa,False,Moderado
738,10,13,Apartamento,False,Ineficiente
611,3,13,Casa,False,Ineficiente
520,16,3,Apartamento,True,Moderado
481,19,9,Casa,True,Moderado
126,4,10,Apartamento,True,Moderado
312,18,5,Casa,False,Moderado
384,5,9,Casa,True,Ineficiente
605,5,10,Apartamento,False,Ineficiente
222,15,11,Casa,False,Moderado
494,10,11,Casa,False,Moderado
592,10,6,Casa,True,Moderado
452,19,8,Casa,False,Moderado
645,11,11,Apartamento,False,Ineficiente
338,5,5,Casa,False,Moderado
735,13,2,Apartamento,True,Moderado
550,9,4,Local,True,Moderado
91,3,6,Casa,True,Moderado
409,14,4,Oficina,False,Moderado
815,17,13,Apartamento,False,Moderado
863,3,12,Apartamento,False,Ineficiente
437,12,8,Apartamento,True,Moderado
487,11,13,Apartamento,True,Moderado
747,16,10,Apartamento,True,Moderado
452,18,13,Casa,True,Moderado
87,9,7,Casa,True,Moderado
201,19,11,Casa,False,Moderado
427,10,2,Casa,False,Moderado
755,9,8,Casa,False,Ineficiente
169,15,4,Casa,True,Moderado
727,19,6,Casa,True,Moderado
777,21,11,Apartamento,False,Moderado
395,21,5,Local,False,Moderado
257,13,11,Oficina,True,Moderado
619,20,6,Casa,False,Moderado
811,15,6,Apartamento,True,Moderado
948,18,7,Local,False,Moderado
120,4,11,Casa,False,Moderado
819,8,13,Casa,True,Ineficiente
783,18,11,Oficina,False,Moderado
581,13,12,Apartamento,True,Moderado
224,10,7,Casa,False,Moderado
280,16,9,Casa,True,Moderado
803,19,9,Casa,False,Moderado
540,14,12,Local,False,Moderado
811,9,10,Apartamento,False,Ineficiente
831,15,9,Casa,True,Ineficiente
637,9,12,Casa,False,Ineficiente
626,15,3,Apartamento,True,Moderado
332,8,13,Apartamento,True,Moderado
469,13,11,Casa,False,Moderado
673,12,13,Local,True,Ineficiente
335,12,12,Casa,True,Moderado
788,14,2,Casa,False,Moderado
894,19,11,Apartamento,True,Moderado
529,3,3,Casa,False,Moderado
89,16,3,Local,True,Eficiente
903,21,13,Apartamento,True,Moderado
877,19,4,Apartamento,True,Moderado
321,16,11,Casa,False,Moderado
330,20,8,Casa,False,Moderado
84,13,3,Casa,True,Eficiente
198,14,2,Apartamento,True,Eficiente
880,12,7,Apartamento,False,Moderado
453,6,10,Local,True,Ineficiente
144,2,4,Apartamento,False,Moderado
225,4,7,Oficina,True,Moderado
303,20,4,Apartamento,False,Moderado
318,8,2,Casa,True,Moderado
256,13,13,Casa,False,Moderado
858,16,6,Apartamento,False,Moderado
932,6,11,Casa,True,Ineficiente
361,16,12,Casa,True,Moderado
142,9,5,Apartamento,False,Moderado
296,11,8,Local,False,Moderado
933,17,7,Casa,True,Moderado
906,9,11,Apartamento,True,Ineficiente
874,2,8,Local,False,Ineficiente
768,13,6,Casa,True,Moderado
540,6,5,Casa,False,Moderado
689,4,8,Casa,False,Ineficiente
184,2,8,Apartamento,False,Ineficiente
178,5,7,Apartamento,False,Moderado
590,9,9,Local,False,Ineficiente
464,4,5,Apartamento,True,Moderado
484,11,11,Casa,False,Moderado
902,3,6,Casa,True,Moderado
597,12,5,Apartamento,False,Moderado
555,11,13,Casa,False,Moderado
788,15,2,Casa,True,Moderado
942,8,13,Casa,False,Ineficiente
724,3,9,Casa,True,Ineficiente
949,10,2,Casa,False,Moderado
850,17,6,Casa,False,Moderado
516,14,7,Casa,False,Moderado
102,10,7,Casa,True,Moderado
644,21,6,Apartamento,True,Moderado
756,5,4,Local,False,Moderado
793,11,6,Casa,True,Moderado
537,13,13,Apartamento,False,Moderado
162,18,9,Casa,True,Moderado
224,15,3,Apartamento,False,Eficiente
164,15,7,Local,False,Moderado
157,3,10,Apartamento,False,Moderado
536,21,9,Local,False,Moderado
80,12,12,Casa,True,Moderado
130,17,9,Casa,False,Moderado
764,20,9,Local,True,Moderado
796,7,8,Casa,True,Ineficiente
851,20,9,Casa,True,Moderado
525,6,7,Apartamento,False,Moderado
528,5,3,Local,False,Moderado
567,16,3,Local,True,Moderado
879,5,9,Casa,True,Ineficiente
113,21,12,Local,True,Moderado
427,11,2,Casa,False,Moderado
174,4,7,Casa,False,Moderado
151,6,7,Apartamento,True,Moderado
630,7,12,Casa,True,Ineficiente
233,9,5,Casa,False,Moderado
329,8,13,Apartamento,True,Moderado
753,11,12,Casa,False,Ineficiente
517,7,12,Casa,True,Ineficiente
197,15,11,Casa,False,Moderado
850,5,4,Casa,False,Moderado
385,14,12,Casa,False,Moderado
347,21,4,Apartamento,True,Moderado
133,18,2,Apartamento,True,Eficiente
315,8,4,Casa,True,Moderado
468,5,5,Local,False,Moderado
813,15,12,Casa,True,Moderado
842,4,12,Casa,True,Ineficiente
904,6,6,Local,False,Moderado
480,17,4,Casa,False,Moderado
703,21,7,Oficina,True,Moderado
846,5,12,Casa,True,Ineficiente
382,3,13,Apartamento,False,Ineficiente
286,19,6,Casa,False,Moderado
308,20,4,Casa,False,Moderado
932,20,7,Casa,False,Moderado
657,18,7,Apartamento,True,Moderado
154,15,9,Apartamento,True,Moderado
514,20,3,Oficina,True,Eficiente
182,14,2,Casa,False,Eficiente
501,13,5,Casa,False,Moderado
783,7,8,Casa,True,Ineficiente
843,5,12,Apartamento,False,Ineficiente
817,20,11,Local,True,Moderado
885,17,4,Casa,False,Moderado
385,14,4,Apartamento,False,Moderado
177,5,6,Casa,True,Moderado
929,18,6,Apartamento,True,Moderado
877,2,11,Local,False,Ineficiente
414,19,4,Casa,False,Moderado
938,21,10,Casa,False,Moderado
514,18,5,Oficina,False,Moderado
526,16,4,Local,False,Moderado
387,12,12,Apartamento,True,Moderado
328,14,3,Apartamento,True,Eficiente
245,2,11,Casa,False,Ineficiente
560,18,12,Apartamento,True,Moderado
414,7,10,Local,False,Ineficiente
621,5,5,Apartamento,True,Moderado
838,21,4,Casa,True,Moderado
185,17,8,Casa,True,Moderado
642,16,9,Casa,False,Moderado
160,16,12,Casa,True,Moderado
212,7,3,Casa,False,Moderado
876,16,8,Casa,False,Moderado
217,15,13,Casa,False,Moderado
263,12,6,Casa,False,Moderado
480,8,12,Apartamento,True,Ineficiente
409,10,6,Casa,False,Moderado
864,17,4,Casa,True,Moderado
587,6,6,Casa,False,Moderado
931,21,13,Casa,True,Moderado
148,11,3,Apartamento,False,Eficiente
625,19,5,Casa,False,Moderado
853,4,7,Apartamento,False,Moderado
132,14,2,Oficina,False,Eficiente
529,12,11,Apartamento,False,Moderado
284,18,5,Apartamento,True,Moderado
205,14,7,Local,False,Moderado
826,7,10,Apartamento,True,Ineficiente
122,18,12,Casa,False,Moderado
831,14,12,Casa,False,Ineficiente
190,20,3,Local,False,Eficiente
840,20,12,Casa,False,Moderado
742,11,8,Casa,False,Ineficiente
262,4,7,Apartamento,False,Moderado
927,15,3,Local,True,Moderado
174,20,9,Casa,False,Moderado
453,6,8,Apartamento,False,Ineficiente
599,6,12,Casa,False,Ineficiente
439,21,6,Apartamento,False,Moderado
775,18,13,Casa,True,Moderado
360,11,6,Casa,True,Moderado
274,6,8,Local,False,Moderado
943,5,10,Casa,True,Ineficiente
274,7,12,Apartamento,True,Moderado
746,5,10,Casa,False,Ineficiente
172,8,10,Casa,False,Moderado
751,8,7,Apartamento,False,Moderado
140,19,11,Casa,True,Moderado
713,4,7,Casa,False,Moderado
130,2,4,Casa,True,Moderado
482,5,2,Apartamento,False,Moderado
868,7,8,Oficina,True,Ineficiente
84,10,5,Oficina,False,Moderado
545,15,2,Casa,False,Moderado
683,13,9,Casa,True,Moderado
761,21,13,Casa,False,Moderado
908,5,7,Local,False,Moderado
613,13,7,Casa,True,Moderado
484,11,3,Oficina,False,Moderado
917,8,2,Casa,True,Moderado
592,4,3,Oficina,False,Moderado
724,15,5,Local,False,Moderado
312,11,3,Local,True,Moderado
603,17,2,Casa,False,Moderado
425,17,8,Casa,True,Moderado
125,11,12,Casa,True,Moderado
625,14,12,Casa,False,Moderado
157,7,13,Casa,False,Moderado
809,13,9,Apartamento,False,Ineficiente
892,10,7,Casa,True,Moderado
152,14,5,Apartamento,True,Moderado
873,5,7,Apartamento,False,Moderado
328,12,4,Casa,True,Moderado
126,21,13,Oficina,True,Moderado
200,19,9,Casa,False,Moderado
293,12,11,Casa,False,Moderado
318,5,3,Casa,False,Moderado
135,19,6,Local,True,Moderado
429,2,2,Casa,True,Moderado
186,8,7,Casa,True,Moderado
910,7,3,Apartamento,False,Moderado
127,16,5,Casa,True,Moderado
652,19,7,Apartamento,False,Moderado
416,12,11,Oficina,False,Moderado
105,21,12,Oficina,False,Moderado
883,16,9,Casa,False,Ineficiente
336,17,13,Casa,True,Moderado
87,8,9,Casa,True,Moderado
704,11,12,Casa,False,Ineficiente
946,13,7,Casa,True,Moderado
332,15,5,Casa,False,Moderado
771,6,9,Oficina,False,Ineficiente
798,19,9,Oficina,False,Moderado
382,6,11,Casa,True,Ineficiente
718,4,2,Casa,False,Moderado
135,6,5,Casa,True,Moderado
805,18,5,Casa,False,Moderado
605,20,8,Apartamento,True,Moderado
553,20,12,Apartamento,False,Moderado
107,13,8,Local,True,Moderado
157,10,12,Apartamento,False,Moderado
295,2,9,Apartamento,False,Ineficiente
465,19,12,Apartamento,False,Moderado
444,5,6,Casa,True,Moderado
745,11,8,Apartamento,False,Ineficiente
605,8,9,Casa,False,Ineficiente
778,2,10,Casa,True,Ineficiente
391,18,4,Casa,True,Moderado
86,3,4,Casa,True,Moderado
82,12,5,Oficina,True,Moderado
702,10,6,Casa,False,Moderado
829,8,11,Casa,False,Ineficiente
442,18,2,Casa,True,Eficiente
830,18,8,Apartamento,False,Moderado
587,3,10,Casa,False,Ineficiente
353,7,9,Oficina,True,Moderado
585,15,6,Local,False,Moderado
885,7,5,Apartamento,False,Moderado
818,3,13,Apartamento,False,Ineficiente
94,2,8,Casa,True,Moderado
271,11,6,Casa,False,Moderado
710,6,8,Apartamento,True,Ineficiente
564,3,13,Casa,False,Ineficiente
107,17,2,Casa,True,Eficiente
793,3,2,Apartamento,False,Moderado
118,11,11,Casa,True,Moderado
352,3,4,Oficina,True,Moderado
310,17,12,Casa,False,Moderado
165,17,3,Apartamento,True,Eficiente
553,20,3,Apartamento,False,Eficiente
205,8,8,Apartamento,False,Moderado
891,13,13,Casa,False,Ineficiente
616,16,11,Apartamento,True,Moderado
224,9,3,Local,False,Eficiente
604,7,12,Casa,False,Ineficiente
291,11,5,Casa,False,Moderado
104,4,3,Apartamento,True,Eficiente
659,20,7,Apartamento,False,Moderado
473,18,9,Casa,False,Moderado
146,8,11,Oficina,True,Moderado
312,21,5,Casa,True,Moderado
188,5,6,Casa,True,Moderado
225,15,5,Apartamento,False,Moderado
190,21,4,Apartamento,False,Moderado
307,16,6,Local,False,Moderado
190,9,10,Oficina,True,Moderado
549,16,9,Casa,True,Moderado
113,21,9,Casa,False,Moderado
702,15,9,Casa,False,Moderado
855,10,13,Apartamento,False,Ineficiente
448,9,9,Local,False,Moderado
827,18,8,Casa,True,Moderado
674,3,9,Casa,False,Ineficiente
633,4,12,Casa,True,Ineficiente
504,9,9,Local,True,Ineficiente
692,13,9,Casa,False,Moderado
597,2,13,Casa,True,Ineficiente
771,11,11,Apartamento,True,Ineficiente
361,21,8,Local,True,Moderado
399,4,13,Apartamento,True,Ineficiente
817,7,2,Apartamento,False,Moderado
522,8,5,Casa,True,Moderado
394,21,5,Apartamento,True,Moderado
820,19,6,Apartamento,True,Moderado
456,12,11,Oficina,True,Moderado
368,20,7,Casa,True,Moderado
516,6,5,Casa,False,Moderado
741,20,3,Casa,True,Moderado
356,12,7,Casa,False,Moderado
789,13,9,Local,False,Ineficiente
661,11,9,Casa,False,Ineficiente
582,9,8,Casa,True,Ineficiente
703,10,7,Casa,True,Moderado
595,5,3,Casa,False,Moderado
429,6,8,Casa,False,Ineficiente
922,9,12,Casa,False,Ineficiente
525,10,13,Casa,False,Moderado
909,16,6,Apartamento,False,Moderado
429,16,7,Apartamento,False,Moderado
686,17,11,Casa,False,Moderado
743,15,9,Oficina,True,Moderado
902,9,9,Apartamento,False,Ineficiente
216,19,4,Apartamento,False,Moderado
838,11,13,Casa,True,Ineficiente
322,21,13,Casa,False,Moderado
622,7,8,Casa,False,Ineficiente
119,13,2,Casa,False,Eficiente
308,3,2,Casa,False,Moderado
627,8,8,Oficina,True,Ineficiente
302,17,11,Casa,False,Moderado
85,4,10,Casa,False,Moderado
401,14,8,Apartamento,False,Moderado
547,4,11,Casa,True,Ineficiente
811,19,6,Apartamento,True,Moderado
154,12,9,Apartamento,False,Moderado
83,9,3,Apartamento,True,Eficiente
926,7,10,Oficina,True,Ineficiente
725,2,7,Casa,False,Moderado
197,2,10,Apartamento,False,Ineficiente
685,9,3,Oficina,True,Moderado
583,6,4,Apartamento,True,Moderado
653,17,13,Casa,True,Moderado
520,12,9,Oficina,False,Moderado
273,6,2,Casa,True,Moderado
926,5,11,Oficina,True,Ineficiente
794,7,8,Casa,False,Ineficiente
471,15,8,Apartamento,False,Moderado
105,20,2,Local,False,Eficiente
514,10,10,Casa,True,Moderado
252,13,9,Casa,True,Moderado
379,12,5,Casa,False,Moderado
724,15,11,Oficina,True,Moderado
405,17,12,Local,False,Moderado
489,2,6,Apartamento,True,Moderado
197,14,3,Apartamento,True,Eficiente
915,14,10,Local,False,Ineficiente
866,3,13,Casa,False,Ineficiente
803,5,13,Casa,False,Ineficiente
304,7,7,Apartamento,True,Moderado
611,6,4,Casa,True,Moderado
192,4,13,Casa,False,Moderado
219,2,8,Casa,False,Ineficiente
638,5,10,Casa,True,Ineficiente
80,21,4,Local,True,Moderado
169,3,3,Casa,True,Moderado
733,6,8,Apartamento,False,Ineficiente
399,4,8,Casa,False,Ineficiente
629,10,5,Casa,False,Moderado
884,21,12,Casa,True,Moderado
218,7,10,Apartamento,False,Moderado
590,19,9,Apartamento,True,Moderado
947,7,2,Oficina,False,Moderado
924,20,2,Apartamento,False,Moderado
338,13,6,Apartamento,True,Moderado
752,12,7,Apartamento,True,Moderado
769,3,4,Oficina,True,Moderado
89,16,10,Apartamento,True,Moderado
340,13,13,Casa,False,Moderado
729,13,11,Apartamento,False,Ineficiente
251,10,7,Apartamento,False,Moderado
92,3,5,Apartamento,False,Moderado
247,4,13,Casa,False,Ineficiente
721,13,8,Local,True,Ineficiente
675,17,9,Oficina,True,Moderado
400,2,10,Casa,False,Ineficiente
398,4,12,Local,True,Ineficiente
692,21,7,Casa,False,Moderado
408,3,7,Casa,True,Moderado
864,10,9,Casa,False,Ineficiente
856,20,13,Casa,False,Moderado
629,16,6,Local,True,Moderado
498,19,4,Casa,True,Moderado
685,12,13,Casa,False,Ineficiente
174,17,4,Casa,True,Moderado
896,18,7,Casa,True,Moderado
660,6,3,Casa,False,Moderado
397,13,7,Apartamento,True,Moderado
315,12,7,Casa,False,Moderado
413,16,9,Local,False,Moderado
455,4,8,Local,True,Ineficiente
538,2,9,Casa,False,Ineficiente
216,21,10,Local,False,Moderado
667,17,7,Casa,True,Moderado
626,3,4,Casa,True,Moderado
592,3,11,Casa,True,Ineficiente
375,4,4,Casa,True,Moderado
399,9,12,Apartamento,True,Moderado
651,16,13,Apartamento,True,Moderado
911,8,2,Casa,True,Moderado
428,7,12,Apartamento,False,Ineficiente
919,10,6,Casa,False,Moderado
858,21,5,Apartamento,False,Moderado
308,2,10,Casa,False,Ineficiente
349,9,10,Casa,False,Moderado
907,4,6,Casa,False,Moderado
877,5,11,Casa,False,Ineficiente
370,16,5,Apartamento,True,Moderado
804,7,8,Local,False,Ineficiente
244,16,7,Casa,True,Moderado
84,4,5,Apartamento,True,Moderado
930,15,11,Apartamento,False,Ineficiente
458,21,3,Local,True,Eficiente
157,15,2,Casa,True,Eficiente
489,5,5,Casa,False,Moderado
653,13,5,Oficina,False,Moderado
211,18,2,Apartamento,False,Eficiente
680,8,7,Casa,False,Moderado
828,10,5,Casa,True,Moderado
121,4,2,Casa,True,Moderado
168,14,2,Apartamento,False,Eficiente
481,16,2,Apartamento,True,Moderado
375,19,9,Casa,False,Moderado
919,20,11,Apartamento,True,Moderado
374,2,9,Apartamento,False,Ineficiente
695,7,3,Apartamento,False,Moderado
605,3,12,Apartamento,False,Ineficiente
879,15,8,Local,False,Ineficiente
770,7,9,Casa,False,Ineficiente
716,15,9,Local,True,Moderado
501,5,12,Casa,True,Ineficiente
944,9,11,Casa,True,Ineficiente
102,4,12,Casa,True,Moderado
654,20,8,Casa,True,Moderado
222,15,6,Casa,False,Moderado
744,21,2,Casa,True,Moderado
224,18,13,Local,False,Moderado
304,9,10,Casa,False,Moderado
582,15,8,Apartamento,True,Moderado
900,7,3,Casa,True,Moderado
695,17,7,Oficina,True,Moderado
183,20,3,Apartamento,False,Eficiente
118,15,2,Casa,True,Eficiente
277,20,8,Apartamento,True,Moderado
725,4,3,Apartamento,False,Moderado
658,11,3,Apartamento,True,Moderado
470,20,12,Apartamento,False,Moderado
258,10,6,Apartamento,False,Moderado
633,21,6,Apartamento,False,Moderado
527,14,8,Casa,True,Moderado
579,8,2,Casa,False,Moderado
94,15,9,Local,False,Moderado
702,10,4,Casa,True,Moderado
748,20,5,Casa,True,Moderado
368,16,10,Casa,True,Moderado
557,21,5,Casa,False,Moderado
310,15,11,Oficina,False,Moderado
499,7,13,Casa,False,Ineficiente
236,5,6,Casa,False,Moderado
629,9,8,Apartamento,True,Ineficiente
520,18,5,Local,True,Moderado
176,10,2,Casa,False,Eficiente
490,2,10,Casa,False,Ineficiente
368,21,5,Oficina,False,Moderado
333,15,10,Apartamento,False,Moderado
275,12,7,Casa,False,Moderado
677,4,2,Casa,False,Moderado
913,10,13,Casa,False,Ineficiente
601,15,4,Casa,False,Moderado
596,10,12,Casa,True,Ineficiente
714,5,3,Local,False,Moderado
921,5,10,Casa,True,Ineficiente
944,9,13,Apartamento,False,Ineficiente
197,3,2,Casa,False,Moderado
885,10,10,Apartamento,False,Ineficiente
238,15,10,Apartamento,False,Moderado
894,10,9,Casa,True,Ineficiente
307,17,9,Apartamento,True,Moderado
295,18,12,Casa,False,Moderado
775,17,13,Local,False,Moderado
94,13,2,Local,True,Eficiente
236,4,12,Casa,False,Ineficiente
727,12,9,Casa,False,Ineficiente
340,15,11,Casa,False,Moderado
236,19,4,Apartamento,True,Moderado
126,6,12,Casa,False,Moderado
403,17,8,Casa,False,Moderado
923,21,12,Casa,False,Moderado
764,6,2,Casa,False,Moderado
209,4,2,Apartamento,False,Moderado
490,13,11,Casa,False,Moderado
174,2,6,Apartamento,True,Moderado
706,10,6,Casa,True,Moderado
834,10,9,Casa,True,Ineficiente
371,5,8,Apartamento,True,Ineficiente
873,4,9,Oficina,False,Ineficiente
890,18,7,Apartamento,False,Moderado
362,3,7,Casa,False,Moderado
148,2,3,Casa,True,Moderado
739,9,7,Local,False,Moderado
90,14,6,Casa,True,Moderado
333,16,4,Casa,True,Moderado
921,9,7,Local,True,Moderado
629,13,9,Local,False,Moderado
213,13,10,Oficina,True,Moderado
791,15,2,Oficina,False,Moderado
102,16,4,Local,True,Moderado
894,16,4,Casa,False,Moderado
425,10,12,Casa,False,Moderado
381,20,9,Apartamento,False,Moderado
442,21,2,Apartamento,False,Eficiente
475,9,6,Casa,False,Moderado
297,20,4,Casa,False,Moderado
220,7,3,Casa,False,Moderado
695,21,9,Apartamento,True,Moderado
289,20,4,Casa,True,Moderado
702,5,8,Casa,True,Ineficiente
695,8,13,Apartamento,False,Ineficiente
907,5,12,Apartamento,False,Ineficiente
762,13,2,Casa,False,Moderado
539,14,7,Apartamento,False,Moderado
435,4,4,Apartamento,True,Moderado
403,13,9,Casa,False,Moderado
212,3,7,Casa,False,Moderado
884,3,13,Casa,True,Ineficiente
919,10,3,Casa,False,Moderado
206,2,7,Oficina,True,Moderado
185,9,8,Casa,False,Moderado
683,7,6,Apartamento,True,Moderado
878,7,4,Casa,False,Moderado
457,19,5,Casa,False,Moderado
130,18,5,Apartamento,True,Moderado
108,13,7,Casa,True,Moderado
541,7,11,Casa,False,Ineficiente
375,9,2,Casa,False,Moderado
376,20,12,Casa,False,Moderado
805,11,5,Apartamento,False,Moderado
858,2,11,Casa,True,Ineficiente
486,14,5,Local,False,Moderado
848,18,11,Apartamento,False,Moderado
893,4,2,Casa,False,Moderado
692,9,10,Casa,True,Ineficiente
484,15,5,Casa,False,Moderado
425,4,8,Apartamento,False,Ineficiente
701,17,13,Casa,False,Moderado
499,14,4,Local,False,Moderado
261,21,11,Casa,False,Moderado
904,18,13,Local,False,Moderado
80,14,4,Casa,True,Moderado
910,7,9,Local,False,Ineficiente
646,18,9,Casa,True,Moderado
450,15,12,Casa,True,Moderado
740,18,13,Casa,True,Moderado
510,9,2,Casa,False,Moderado
388,12,11,Oficina,True,Moderado
216,21,3,Casa,False,Eficiente
281,2,9,Casa,False,Ineficiente
515,8,2,Apartamento,True,Moderado
392,18,13,Casa,True,Moderado
196,11,9,Apartamento,False,Moderado
745,12,9,Apartamento,False,Ineficiente
882,10,3,Casa,True,Moderado
654,10,5,Oficina,False,Moderado
323,6,7,Casa,False,Moderado
616,18,13,Casa,True,Moderado
681,10,12,Apartamento,False,Ineficiente
154,18,10,Apartamento,False,Moderado
885,20,9,Casa,False,Moderado
465,8,13,Apartamento,True,Ineficiente
289,10,9,Casa,False,Moderado
554,8,8,Casa,False,Ineficiente
497,14,10,Local,True,Moderado
426,12,3,Casa,False,Moderado
608,15,4,Casa,False,Moderado
719,20,11,Local,False,Moderado
842,12,9,Oficina,False,Ineficiente
258,14,7,Casa,True,Moderado
261,15,11,Apartamento,False,Moderado
743,14,10,Apartamento,False,Moderado
104,2,11,Oficina,True,Moderado
259,9,5,Local,False,Moderado
789,13,9,Casa,False,Ineficiente
580,20,11,Casa,True,Moderado
935,13,4,Casa,False,Moderado
240,9,4,Apartamento,True,Moderado
256,9,9,Apartamento,True,Moderado
364,14,6,Apartamento,True,Moderado
142,13,4,Oficina,True,Moderado
741,17,11,Casa,False,Moderado
745,2,12,Casa,True,Ineficiente
235,14,2,Casa,False,Eficiente
548,8,4,Casa,True,Moderado
128,6,13,Casa,False,Moderado
928,9,10,Casa,False,Ineficiente
163,15,6,Apartamento,False,Moderado
440,14,13,Local,True,Moderado
768,16,11,Apartamento,True,Moderado
227,18,3,Apartamento,True,Eficiente
709,16,8,Casa,False,Moderado
421,21,3,Apartamento,False,Eficiente
555,19,5,Apartamento,False,Moderado
142,19,13,Apartamento,False,Moderado
780,3,8,Casa,True,Ineficiente
439,5,5,Casa,False,Moderado
640,2,8,Casa,False,Ineficiente
406,5,8,Apartamento,False,Ineficiente
848,19,2,Local,False,Moderado
815,6,7,Local,True,Moderado
220,20,10,Casa,True,Moderado
294,16,3,Apartamento,False,Eficiente
514,9,4,Oficina,False,Moderado
802,21,11,Casa,True,Moderado
397,18,6,Casa,False,Moderado
111,2,10,Oficina,True,Ineficiente
749,13,5,Casa,False,Moderado
364,20,2,Oficina,False,Eficiente
384,16,5,Oficina,False,Moderado
508,10,7,Apartamento,False,Moderado
556,8,6,Local,True,Moderado
365,3,2,Apartamento,True,Moderado
223,10,5,Apartamento,False,Moderado
503,11,7,Casa,True,Moderado
98,3,11,Casa,True,Moderado
97,20,11,Casa,False,Moderado
848,12,5,Apartamento,True,Moderado
669,14,10,Casa,False,Moderado
450,11,6,Casa,False,Moderado
254,15,9,Casa,False,Moderado
273,19,10,Apartamento,False,Moderado
581,20,11,Oficina,False,Moderado
192,10,6,Oficina,False,Moderado
193,8,7,Casa,False,Moderado
301,4,2,Local,True,Moderado
757,21,12,Apartamento,False,Moderado
910,7,13,Apartamento,False,Ineficiente
723,3,8,Apartamento,False,Ineficiente
343,7,5,Casa,True,Moderado
134,4,12,Oficina,False,Moderado
722,17,3,Casa,True,Moderado
879,9,6,Casa,False,Moderado
857,3,13,Apartamento,False,Ineficiente
537,18,4,Casa,True,Moderado
241,10,7,Casa,False,Moderado
459,13,9,Apartamento,True,Moderado
166,4,8,Casa,False,Moderado
134,12,4,Apartamento,True,Moderado
555,2,9,Apartamento,False,Ineficiente
879,14,3,Apartamento,True,Moderado
257,16,11,Apartamento,True,Moderado
470,6,10,Apartamento,True,Ineficiente
428,18,5,Apartamento,True,Moderado
87,7,2,Apartamento,False,Eficiente
912,12,9,Apartamento,True,Ineficiente
392,19,8,Apartamento,False,Moderado
838,5,12,Local,False,Ineficiente
914,4,6,Casa,False,Moderado
522,14,11,Casa,False,Moderado
846,10,6,Oficina,False,Moderado
407,7,8,Casa,True,Ineficiente
133,13,6,Casa,True,Moderado
840,3,9,Apartamento,False,Ineficiente
318,4,12,Casa,False,Ineficiente
308,4,7,Casa,False,Moderado
658,13,6,Oficina,True,Moderado
130,16,10,Apartamento,True,Moderado
688,10,12,Casa,True,Ineficiente
683,9,3,Oficina,False,Moderado
343,12,2,Oficina,False,Moderado
497,17,9,Casa,True,Moderado
882,5,13,Casa,False,Ineficiente
175,2,4,Local,False,Moderado
167,8,12,Apartamento,False,Moderado
157,3,13,Apartamento,True,Moderado
367,6,13,Local,False,Ineficiente
199,8,13,Apartamento,False,Moderado
893,5,8,Casa,False,Ineficiente
570,6,11,Apartamento,False,Ineficiente
531,2,12,Casa,True,Ineficiente
579,2,9,Apartamento,True,Ineficiente
244,16,7,Apartamento,False,Moderado
261,21,13,Casa,True,Moderado
548,20,11,Apartamento,False,Moderado
814,11,10,Casa,False,Ineficiente
902,19,8,Casa,False,Moderado
86,4,11,Apartamento,True,Moderado
409,12,6,Casa,True,Moderado
854,16,9,Apartamento,False,Moderado
752,12,3,Casa,True,Moderado
230,18,8,Apartamento,False,Moderado
164,18,5,Local,False,Moderado
226,7,10,Apartamento,True,Moderado
703,6,13,Casa,False,Ineficiente
460,9,2,Oficina,True,Moderado
627,3,8,Casa,True,Ineficiente
364,17,7,Casa,False,Moderado
779,21,9,Casa,False,Moderado
161,13,6,Casa,False,Moderado
593,7,2,Oficina,False,Moderado
894,2,2,Casa,False,Moderado
788,5,10,Apartamento,True,Ineficiente
602,18,11,Apartamento,True,Moderado
825,14,7,Casa,False,Moderado
465,19,11,Apartamento,True,Moderado
786,6,6,Casa,False,Moderado
550,4,2,Casa,False,Moderado
198,12,7,Casa,False,Moderado
475,14,7,Oficina,False,Moderado
611,5,4,Oficina,True,Moderado
340,15,9,Casa,True,Moderado
884,12,2,Casa,False,Moderado
335,11,2,Apartamento,False,Moderado
