consumo_kwh,cantidad_equipos,horas_alto_consumo,tipo_inmueble,uso_horario_pico,numero_habitantes,antiguedad_inmueble,calefaccion,aire_acondicionado,categoria
982,3,5,Local,False,4,4,True,False,Moderado
755,23,6,Casa,True,1,4,False,True,Moderado
1038,12,2,Local,False,4,38,False,False,Moderado
1500,14,8,Apartamento,False,1,12,True,True,Ineficiente
702,5,9,Local,False,1,43,False,True,Ineficiente
1054,23,10,Apartamento,True,6,35,False,True,Moderado
831,8,9,Casa,False,4,29,False,False,Ineficiente
1004,12,6,Local,True,4,3,False,False,Moderado
1284,23,4,Casa,False,1,22,False,True,Moderado
609,5,11,Apartamento,True,3,20,False,True,Ineficiente
1250,16,12,Casa,False,5,20,False,True,Ineficiente
335,2,10,Local,True,2,5,False,False,Ineficiente
788,24,7,Oficina,True,4,23,False,False,Moderado
529,4,6,Apartamento,True,5,46,False,False,Moderado
106,15,14,Apartamento,True,5,30,True,False,Moderado
1408,7,4,Local,True,3,18,True,True,Moderado
1368,19,7,Casa,False,5,37,True,True,Moderado
956,2,4,Oficina,False,4,11,False,False,Moderado
1440,7,11,Casa,False,6,13,False,True,Ineficiente
1423,7,13,Oficina,False,6,49,False,True,Ineficiente
706,22,7,Local,True,5,11,True,True,Moderado
1168,17,5,Local,True,4,14,False,False,Moderado
225,6,3,Apartamento,True,4,18,False,False,Eficiente
472,18,9,Apartamento,False,1,27,True,True,Moderado
256,11,5,Apartamento,False,3,39,False,False,Moderado
1211,22,10,Casa,True,2,40,False,True,Moderado
170,19,8,Apartamento,True,1,4,True,False,Moderado
1087,8,13,Apartamento,False,2,4,True,False,Ineficiente
1136,4,3,Oficina,False,4,5,False,True,Moderado
768,14,5,Apartamento,False,6,22,False,False,Moderado
184,16,6,Casa,False,1,2,False,False,Moderado
767,21,4,Casa,False,5,36,False,True,Moderado
603,20,10,Apartamento,True,5,32,False,True,Moderado
580,4,14,Casa,False,2,42,True,False,Ineficiente
1172,5,6,Casa,False,4,20,False,True,Moderado
716,6,3,Local,False,6,19,True,False,Moderado
555,2,12,Apartamento,False,2,0,False,False,Ineficiente
1229,5,4,Apartamento,True,6,38,True,True,Moderado
1326,13,15,Casa,True,3,46,True,True,Ineficiente
1351,11,10,Local,True,6,16,True,False,Ineficiente
1500,24,8,Casa,True,5,28,True,True,Moderado
756,22,3,Local,False,1,7,False,False,Eficiente
951,21,10,Casa,False,1,25,True,False,Moderado
162,14,15,Oficina,False,1,27,False,False,Moderado
1188,24,5,Apartamento,True,6,33,False,False,Moderado
1181,15,14,Apartamento,False,5,25,False,False,Ineficiente
536,24,10,Apartamento,True,6,12,False,False,Moderado
80,6,14,Apartamento,False,4,43,False,False,Moderado
156,5,3,Casa,True,5,36,True,False,Eficiente
764,15,13,Local,True,5,12,False,False,Moderado
796,11,11,Casa,False,6,37,False,False,Ineficiente
823,18,13,Oficina,False,6,24,True,True,Moderado
960,11,5,Local,True,1,46,False,False,Moderado
737,8,6,Casa,True,5,22,False,True,Moderado
176,17,3,Local,False,1,21,True,True,Eficiente
226,2,11,Casa,True,4,20,False,True,Ineficiente
1410,18,2,Casa,False,3,29,True,False,Moderado
302,22,8,Oficina,False,1,10,False,True,Moderado
329,10,11,Apartamento,False,6,3,False,False,Moderado
903,7,2,Apartamento,False,2,32,True,False,Moderado
806,20,12,Casa,True,3,46,True,True,Moderado
236,14,12,Casa,True,4,11,True,False,Moderado
1020,4,9,Oficina,True,6,8,True,False,Ineficiente
416,8,4,Casa,False,3,31,True,False,Moderado
1500,23,15,Casa,True,6,10,False,True,Moderado
409,10,11,Apartamento,False,1,36,False,True,Moderado
468,23,7,Apartamento,True,6,23,False,False,Moderado
1389,6,8,Apartamento,True,4,6,False,True,Ineficiente
1094,11,11,Casa,True,2,7,False,True,Ineficiente
624,24,2,Casa,True,1,32,False,True,Eficiente
843,18,15,Casa,True,1,24,True,False,Moderado
1099,13,7,Oficina,True,4,0,False,True,Moderado
1197,24,8,Casa,True,4,2,True,False,Moderado
932,17,7,Local,False,3,39,False,False,Moderado
657,4,5,Local,False,2,27,False,False,Moderado
200,23,2,Local,True,6,42,False,True,Eficiente
514,10,12,Oficina,False,3,32,False,False,Moderado
236,16,10,Casa,False,6,45,False,True,Moderado
1315,6,5,Casa,False,6,0,True,True,Moderado
1062,24,8,Apartamento,False,6,37,False,True,Moderado
1150,14,8,Casa,True,3,26,False,True,Ineficiente
212,15,3,Local,False,1,37,True,False,Eficiente
877,21,2,Apartamento,False,4,34,False,False,Moderado
938,16,9,Oficina,True,1,9,False,False,Moderado
801,17,9,Casa,False,2,11,True,True,Moderado
526,24,8,Oficina,True,3,9,False,False,Moderado
426,14,15,Casa,False,2,33,False,True,Moderado
245,18,9,Apartamento,False,4,23,False,False,Moderado
1381,24,4,Apartamento,False,4,27,False,True,Moderado
1099,9,12,Local,False,5,21,False,False,Ineficiente
621,22,3,Apartamento,False,2,44,False,False,Eficiente
1307,3,8,Oficina,False,1,15,True,True,Ineficiente
192,6,9,Oficina,False,2,12,True,False,Moderado
254,7,2,Oficina,False,3,35,True,False,Eficiente
1051,13,13,Casa,False,4,35,True,False,Ineficiente
1174,19,11,Oficina,False,4,42,True,False,Moderado
217,23,10,Local,False,2,22,False,False,Moderado
263,23,14,Casa,False,2,13,False,False,Moderado
1036,2,12,Casa,False,6,31,True,False,Ineficiente
1275,18,5,Casa,True,2,2,True,False,Moderado
177,12,15,Casa,False,6,26,True,False,Moderado
625,11,13,Apartamento,True,3,18,False,False,Moderado
205,20,15,Oficina,True,3,21,True,True,Moderado
369,15,5,Apartamento,True,1,0,False,True,Moderado
205,11,4,Apartamento,False,2,4,False,False,Moderado
122,16,7,Oficina,False,1,48,False,False,Moderado
247,20,2,Casa,False,5,32,False,True,Eficiente
1008,5,7,Oficina,False,3,50,True,False,Moderado
1446,3,3,Apartamento,False,4,18,True,True,Moderado
208,10,10,Apartamento,False,6,35,True,False,Moderado
1174,11,3,Casa,True,5,50,True,False,Moderado
526,12,8,Apartamento,True,4,5,True,False,Moderado
979,15,13,Casa,True,5,14,False,False,Moderado
432,8,2,Local,False,1,35,True,False,Moderado
969,24,13,Casa,False,1,32,False,True,Moderado
206,16,8,Oficina,False,6,23,True,False,Moderado
976,23,6,Casa,False,3,26,False,True,Moderado
140,20,9,Casa,True,6,48,False,False,Moderado
855,23,5,Apartamento,True,4,10,True,False,Moderado
1384,16,13,Casa,True,5,48,True,False,Ineficiente
1108,9,11,Local,True,6,22,False,False,Ineficiente
683,12,8,Oficina,True,2,32,False,False,Moderado
761,10,7,Local,True,2,40,False,False,Moderado
956,16,6,Casa,False,3,45,True,True,Moderado
1192,2,5,Apartamento,True,6,46,False,True,Moderado
868,2,8,Apartamento,False,4,28,True,False,Ineficiente
312,20,13,Local,False,2,30,False,False,Moderado
603,4,6,Casa,True,3,0,False,False,Moderado
510,11,6,Apartamento,False,6,33,True,False,Moderado
1378,9,2,Apartamento,True,3,17,True,False,Moderado
750,16,3,Casa,False,4,17,True,False,Moderado
1181,11,6,Casa,False,2,5,False,False,Moderado
1176,2,14,Apartamento,True,2,39,False,False,Ineficiente
1047,19,4,Local,False,2,0,True,False,Moderado
328,3,15,Oficina,False,1,46,False,False,Ineficiente
126,20,14,Apartamento,False,2,41,False,False,Moderado
457,14,3,Casa,False,5,29,True,True,Eficiente
381,23,15,Casa,True,1,3,True,False,Moderado
1500,2,15,Oficina,False,6,31,True,True,Ineficiente
669,3,5,Oficina,True,1,9,True,True,Moderado
223,17,5,Oficina,True,1,42,True,False,Moderado
910,16,5,Local,True,1,4,False,False,Moderado
165,14,5,Casa,True,3,8,False,True,Moderado
648,17,4,Local,False,5,4,True,True,Moderado
1129,18,14,Apartamento,False,4,10,False,False,Ineficiente
883,22,13,Casa,False,2,34,False,False,Moderado
113,8,8,Local,True,1,26,False,True,Moderado
844,18,10,Casa,False,4,3,True,False,Moderado
1244,8,13,Casa,False,3,9,True,True,Ineficiente
382,14,6,Apartamento,True,4,38,False,False,Moderado
861,6,5,Apartamento,True,1,32,True,False,Moderado
162,18,12,Oficina,False,6,37,True,False,Moderado
805,4,3,Casa,False,5,7,False,False,Moderado
943,8,3,Casa,False,4,48,True,True,Moderado
553,18,6,Casa,False,1,23,False,False,Moderado
139,8,8,Casa,False,1,38,False,True,Moderado
188,22,11,Casa,True,2,32,True,False,Moderado
532,2,11,Apartamento,False,6,40,True,False,Ineficiente
968,18,10,Apartamento,True,2,42,False,True,Moderado
605,18,14,Local,False,6,18,False,False,Moderado
1011,12,8,Oficina,False,5,1,False,True,Ineficiente
962,4,6,Apartamento,False,2,10,False,False,Moderado
1110,16,11,Casa,False,5,34,False,False,Ineficiente
1106,22,11,Casa,False,3,16,False,False,Moderado
998,12,11,Oficina,False,3,41,False,False,Ineficiente
1077,17,7,Apartamento,False,6,2,False,True,Moderado
442,23,12,Local,False,6,21,False,False,Moderado
885,10,13,Oficina,False,2,34,False,False,Ineficiente
1063,2,4,Oficina,True,3,20,False,True,Moderado
1453,23,6,Oficina,False,4,24,False,True,Moderado
564,17,9,Apartamento,False,4,38,False,False,Moderado
107,10,2,Casa,True,4,1,False,False,Eficiente
951,20,13,Oficina,False,3,0,True,False,Moderado
1142,13,2,Apartamento,False,4,6,False,False,Moderado
198,20,8,Casa,False,5,19,True,False,Moderado
319,23,15,Apartamento,True,1,42,True,True,Moderado
891,10,6,Apartamento,False,6,5,False,False,Moderado
960,8,15,Oficina,False,2,35,True,True,Ineficiente
268,15,6,Apartamento,False,5,50,True,False,Moderado
162,20,2,Casa,True,4,20,True,True,Eficiente
175,20,10,Oficina,True,1,50,True,False,Moderado
312,3,2,Local,False,2,45,False,False,Moderado
225,10,6,Apartamento,False,5,34,True,False,Moderado
296,14,11,Casa,True,2,35,True,True,Moderado
368,16,10,Casa,True,6,7,True,False,Moderado
296,4,15,Apartamento,True,3,49,True,True,Moderado
135,12,5,Casa,False,4,3,True,False,Moderado
702,22,14,Casa,True,5,42,False,False,Moderado
992,15,9,Local,True,5,15,True,False,Moderado
1051,9,7,Apartamento,True,1,2,True,True,Moderado
504,19,12,Apartamento,False,1,6,False,False,Moderado
692,20,4,Casa,True,1,1,False,False,Moderado
925,17,5,Apartamento,True,2,0,True,False,Moderado
472,3,3,Local,False,4,0,True,False,Moderado
956,9,2,Casa,True,2,37,False,False,Moderado
741,23,14,Casa,True,4,50,False,False,Moderado
356,7,15,Apartamento,False,5,6,False,False,Moderado
703,13,9,Oficina,True,2,23,False,False,Moderado
773,16,2,Apartamento,False,2,4,False,True,Moderado
922,9,15,Casa,True,2,20,False,False,Ineficiente
429,5,14,Casa,False,3,27,False,False,Ineficiente
1082,16,12,Oficina,True,6,17,True,False,Moderado
1089,21,2,Casa,False,4,23,False,True,Moderado
1500,18,5,Apartamento,True,4,31,True,True,Moderado
386,14,11,Apartamento,True,2,44,True,False,Moderado
622,19,13,Casa,False,3,32,False,False,Moderado
1371,3,11,Local,False,2,9,True,False,Ineficiente
480,14,7,Local,True,4,8,True,True,Moderado
815,14,10,Apartamento,False,6,48,False,True,Moderado
999,23,2,Casa,True,6,32,False,False,Eficiente
102,16,8,Casa,False,5,32,True,False,Moderado
853,21,11,Apartamento,True,3,6,True,True,Moderado
240,11,12,Apartamento,False,6,3,True,True,Moderado
99,4,6,Casa,True,3,27,True,False,Moderado
942,20,13,Casa,True,2,22,False,True,Moderado
236,4,9,Casa,True,5,31,True,False,Moderado
1248,23,15,Oficina,True,4,43,False,True,Moderado
699,15,8,Local,False,6,15,True,False,Moderado
1333,9,5,Oficina,False,6,45,False,True,Moderado
653,24,5,Casa,False,1,9,False,False,Moderado
354,5,7,Oficina,True,4,13,False,True,Moderado
1203,21,7,Casa,True,6,38,False,True,Moderado
1032,12,10,Apartamento,False,6,35,False,True,Ineficiente
1129,12,13,Local,False,4,33,False,False,Ineficiente
252,12,6,Casa,False,5,23,False,False,Moderado
631,3,9,Apartamento,False,3,17,True,True,Ineficiente
1427,18,6,Casa,False,4,15,True,True,Moderado
963,10,3,Casa,False,3,40,True,False,Moderado
364,3,7,Apartamento,True,5,36,True,False,Moderado
611,16,10,Apartamento,True,5,40,False,False,Moderado
192,17,14,Local,False,2,24,False,False,Moderado
284,5,4,Apartamento,False,1,7,False,True,Moderado
995,9,2,Apartamento,True,5,23,True,True,Moderado
124,10,2,Casa,True,5,19,True,True,Eficiente
202,6,14,Casa,False,3,47,True,False,Moderado
733,17,4,Oficina,False,5,29,False,False,Moderado
518,14,11,Casa,True,4,19,False,True,Moderado
340,8,6,Apartamento,False,2,17,True,True,Moderado
924,21,4,Casa,False,2,3,False,False,Moderado
439,18,10,Local,False,4,47,False,True,Moderado
1275,4,9,Local,True,6,35,False,True,Ineficiente
922,6,4,Casa,False,5,5,True,False,Moderado
115,20,10,Casa,False,1,2,False,True,Moderado
530,13,14,Apartamento,True,5,17,True,True,Moderado
301,8,7,Casa,False,2,46,True,False,Moderado
977,10,14,Casa,True,1,39,False,False,Ineficiente
92,7,8,Local,True,6,17,False,False,Moderado
624,18,5,Casa,True,3,22,True,True,Moderado
489,17,5,Oficina,True,3,34,True,False,Moderado
864,24,13,Apartamento,True,5,5,False,False,Moderado
1112,4,14,Casa,False,5,25,False,True,Ineficiente
990,22,3,Apartamento,True,1,20,False,False,Moderado
1198,5,6,Apartamento,False,1,23,False,False,Moderado
397,11,9,Casa,False,6,14,False,False,Moderado
315,6,8,Apartamento,True,5,26,False,False,Moderado
413,22,8,Casa,True,2,31,False,False,Moderado
455,23,7,Casa,False,3,11,False,False,Moderado
667,11,4,Casa,False,6,4,False,False,Moderado
923,13,6,Casa,True,1,6,True,True,Moderado
1196,11,14,Casa,True,2,21,True,False,Ineficiente
1237,14,2,Apartamento,False,5,26,False,True,Moderado
544,12,8,Apartamento,True,4,14,True,True,Moderado
877,23,10,Apartamento,False,1,38,False,False,Moderado
804,17,2,Local,False,6,44,False,False,Moderado
109,9,14,Local,True,4,34,False,True,Moderado
930,9,3,Apartamento,True,2,25,False,False,Moderado
244,9,4,Apartamento,True,3,22,True,True,Moderado
653,14,4,Casa,False,2,12,False,False,Moderado
329,3,9,Oficina,True,3,25,True,True,Ineficiente
680,13,8,Casa,True,2,2,False,False,Moderado
1145,11,7,Casa,False,1,28,False,False,Moderado
168,13,11,Local,True,1,1,False,False,Moderado
625,12,11,Casa,False,6,27,False,True,Moderado
450,16,12,Casa,False,4,22,True,False,Moderado
834,17,5,Apartamento,False,2,35,True,False,Moderado
1054,18,10,Apartamento,False,2,48,True,False,Moderado
501,3,2,Local,False,4,5,False,False,Moderado
1126,19,12,Local,True,5,10,False,False,Moderado
850,13,3,Casa,True,6,37,False,True,Moderado
288,20,15,Casa,True,2,33,False,True,Moderado
1072,24,5,Apartamento,False,6,16,False,False,Moderado
892,19,4,Casa,True,2,2,True,False,Moderado
224,18,2,Apartamento,False,2,43,False,False,Eficiente
1303,7,6,Casa,False,5,45,True,False,Moderado
756,16,8,Apartamento,True,1,33,False,True,Moderado
1404,4,3,Apartamento,False,6,21,True,True,Moderado
183,7,6,Apartamento,True,4,28,False,False,Moderado
1370,4,7,Apartamento,False,6,28,True,False,Moderado
332,2,12,Apartamento,False,5,4,True,False,Ineficiente
855,14,8,Casa,True,3,9,False,True,Moderado
733,22,2,Casa,True,3,9,True,True,Eficiente
822,15,8,Casa,False,5,8,False,True,Moderado
1118,14,5,Apartamento,False,5,20,False,False,Moderado
557,5,9,Casa,False,1,12,False,False,Ineficiente
1002,8,14,Apartamento,True,6,9,False,False,Ineficiente
499,23,5,Casa,True,6,37,False,False,Moderado
283,11,7,Apartamento,True,3,10,True,False,Moderado
754,8,10,Oficina,False,4,3,True,False,Ineficiente
1100,22,6,Casa,True,6,45,False,False,Moderado
1076,16,15,Casa,True,2,30,False,False,Moderado
1030,16,13,Casa,False,2,48,False,False,Moderado
368,5,5,Apartamento,False,1,33,False,False,Moderado
357,24,9,Apartamento,True,1,41,False,True,Moderado
677,24,14,Casa,False,3,34,False,False,Moderado
774,7,10,Apartamento,False,4,38,False,True,Ineficiente
1227,21,5,Casa,True,4,38,False,True,Moderado
1150,6,4,Apartamento,True,5,32,False,True,Moderado
894,21,9,Apartamento,True,1,7,False,False,Moderado
307,13,15,Local,False,6,31,False,False,Moderado
460,2,6,Casa,False,2,32,True,True,Moderado
1335,9,3,Oficina,True,6,7,False,True,Moderado
112,2,11,Local,True,2,45,True,False,Moderado
151,6,10,Casa,False,3,13,True,False,Moderado
403,23,4,Casa,False,2,33,False,False,Moderado
1107,7,13,Apartamento,False,6,7,True,False,Ineficiente
209,22,3,Local,False,6,50,False,False,Eficiente
226,4,2,Local,False,4,41,False,True,Moderado
706,16,15,Apartamento,False,4,6,False,False,Moderado
1084,6,9,Oficina,True,1,12,False,True,Ineficiente
1134,15,12,Casa,True,6,20,False,True,Moderado
192,19,4,Casa,True,3,46,False,True,Moderado
90,17,8,Oficina,False,2,31,False,False,Moderado
1141,7,2,Local,False,1,10,True,False,Moderado
754,15,2,Apartamento,False,5,13,True,False,Moderado
791,9,13,Local,True,5,10,False,False,Ineficiente
122,8,10,Oficina,True,2,1,True,False,Moderado
1394,9,13,Local,True,2,33,True,True,Ineficiente
552,14,9,Local,True,2,43,False,True,Moderado
457,7,13,Local,False,4,46,True,False,Moderado
689,19,14,Casa,False,2,16,True,True,Moderado
570,3,4,Local,True,5,13,True,False,Moderado
386,9,7,Casa,True,2,24,False,True,Moderado
220,12,12,Oficina,False,6,47,False,False,Moderado
1037,2,4,Apartamento,True,3,26,False,False,Moderado
1500,23,14,Apartamento,False,5,7,True,True,Moderado
1072,7,13,Apartamento,True,3,16,False,False,Ineficiente
1179,17,5,Casa,True,5,4,False,True,Moderado
762,21,2,Casa,True,1,11,False,False,Moderado
1407,13,6,Oficina,True,6,37,False,True,Moderado
565,12,2,Oficina,False,5,17,False,True,Eficiente
1413,11,14,Casa,True,6,25,False,True,Ineficiente
967,4,2,Oficina,True,5,30,False,False,Moderado
247,14,11,Local,False,3,36,True,False,Moderado
1414,4,12,Apartamento,True,3,5,False,True,Ineficiente
683,16,12,Casa,True,5,40,False,False,Moderado
1420,17,15,Oficina,False,5,14,False,True,Ineficiente
169,14,8,Apartamento,False,4,41,False,True,Moderado
1132,18,13,Oficina,False,6,48,False,False,Moderado
1115,4,7,Local,True,6,25,False,True,Moderado
893,21,3,Local,True,6,50,False,False,Eficiente
499,12,15,Apartamento,True,6,11,False,False,Moderado
1500,22,12,Casa,True,1,40,True,True,Moderado
904,20,13,Casa,False,1,46,False,False,Moderado
1104,23,3,Casa,False,2,13,False,False,Moderado
775,12,12,Casa,False,5,0,True,False,Moderado
702,17,8,Apartamento,True,5,16,True,True,Moderado
1218,22,2,Apartamento,False,5,32,True,False,Moderado
888,4,14,Oficina,False,5,28,True,False,Ineficiente
1500,23,3,Casa,True,6,44,True,True,Moderado
438,7,13,Apartamento,False,6,30,True,True,Moderado
509,15,9,Casa,False,1,7,False,True,Moderado
305,19,7,Casa,False,3,29,True,True,Moderado
1016,18,15,Casa,False,4,12,False,False,Moderado
850,5,3,Local,True,6,15,False,True,Moderado
503,24,8,Casa,True,6,1,True,True,Moderado
800,16,5,Local,True,6,44,False,True,Moderado
154,12,3,Casa,False,3,17,False,False,Eficiente
558,4,13,Oficina,True,3,34,True,False,Ineficiente
664,4,7,Local,False,1,44,True,False,Moderado
775,17,12,Oficina,False,6,18,True,True,Moderado
511,6,10,Oficina,False,4,12,True,False,Ineficiente
1121,22,12,Oficina,True,5,50,True,True,Moderado
1221,11,10,Oficina,True,6,3,True,False,Ineficiente
1500,20,15,Apartamento,False,1,18,True,True,Ineficiente
1241,5,9,Casa,False,1,49,False,True,Ineficiente
1313,20,4,Casa,False,4,24,True,True,Moderado
965,12,4,Casa,True,2,37,False,True,Moderado
162,3,3,Apartamento,False,1,50,True,True,Moderado
789,11,6,Apartamento,False,3,30,False,False,Moderado
307,12,15,Oficina,False,3,35,True,False,Moderado
473,21,13,Oficina,False,5,3,False,True,Moderado
170,17,15,Apartamento,False,1,38,True,False,Moderado
1082,20,5,Apartamento,True,5,6,False,False,Moderado
1155,24,8,Oficina,True,1,15,True,True,Moderado
968,12,5,Casa,False,4,47,False,True,Moderado
366,15,10,Local,True,6,4,True,True,Moderado
1152,3,13,Casa,False,1,46,False,False,Ineficiente
1255,24,13,Apartamento,False,2,22,True,False,Moderado
1206,6,3,Casa,False,3,35,False,True,Moderado
1500,6,12,Oficina,False,4,31,True,True,Ineficiente
921,20,15,Apartamento,True,6,23,True,False,Moderado
227,22,7,Casa,True,6,24,False,False,Moderado
421,13,8,Casa,False,3,44,False,False,Moderado
721,19,5,Apartamento,True,6,27,False,True,Moderado
1166,5,14,Oficina,False,5,18,False,False,Ineficiente
640,23,7,Local,False,4,6,False,False,Moderado
527,18,8,Apartamento,True,2,43,False,True,Moderado
1282,11,5,Casa,True,3,40,True,False,Moderado
458,21,9,Apartamento,False,1,16,True,True,Moderado
668,7,10,Local,False,1,1,False,True,Ineficiente
1031,15,2,Local,True,1,15,False,False,Moderado
1042,12,8,Casa,False,4,38,False,True,Ineficiente
111,12,10,Local,False,2,17,False,False,Moderado
973,19,13,Apartamento,False,6,38,False,True,Moderado
364,24,11,Oficina,True,2,0,False,False,Moderado
660,23,6,Oficina,True,2,2,False,True,Moderado
438,19,13,Local,False,3,20,True,False,Moderado
1458,24,3,Local,False,4,29,False,True,Moderado
126,12,11,Casa,True,1,10,False,True,Moderado
848,22,7,Local,False,3,21,False,False,Moderado
669,13,13,Apartamento,False,6,46,False,False,Moderado
1089,6,13,Casa,True,2,24,False,False,Ineficiente
327,24,8,Casa,False,1,2,True,False,Moderado
697,10,3,Local,False,4,29,True,False,Moderado
1387,10,3,Casa,True,5,23,False,True,Moderado
193,23,11,Apartamento,True,2,44,False,False,Moderado
1231,11,15,Apartamento,False,2,35,True,False,Ineficiente
910,23,13,Casa,True,2,22,False,False,Moderado
1204,20,11,Casa,True,2,7,True,False,Moderado
134,2,2,Local,False,1,3,False,False,Moderado
1054,8,5,Local,False,4,49,True,False,Moderado
857,5,8,Casa,False,3,38,False,False,Ineficiente
313,2,15,Oficina,False,1,42,False,True,Ineficiente
199,16,10,Local,True,4,30,True,False,Moderado
174,9,4,Apartamento,True,3,28,False,True,Moderado
1444,13,13,Local,True,2,35,False,True,Ineficiente
1094,23,12,Oficina,True,4,12,True,False,Moderado
392,23,8,Apartamento,False,2,40,False,False,Moderado
1089,19,8,Casa,False,4,8,False,True,Moderado
678,16,8,Oficina,False,6,20,False,True,Moderado
407,18,3,Apartamento,True,5,50,False,False,Eficiente
1157,15,7,Casa,True,2,2,False,False,Moderado
1092,15,3,Apartamento,False,2,24,False,True,Moderado
855,19,7,Apartamento,False,2,24,False,True,Moderado
1154,21,14,Oficina,True,6,11,False,False,Moderado
1086,19,11,Apartamento,False,1,28,False,False,Moderado
273,17,4,Casa,True,3,10,True,True,Moderado
1500,2,15,Apartamento,True,2,10,False,True,Ineficiente
1500,24,3,Apartamento,False,2,48,False,True,Moderado
893,12,13,Casa,True,1,25,False,False,Ineficiente
570,16,15,Apartamento,False,1,13,False,False,Moderado
828,13,7,Local,True,5,15,True,True,Moderado
292,9,3,Casa,True,4,9,True,False,Eficiente
339,23,6,Apartamento,True,2,30,False,True,Moderado
712,21,3,Casa,False,4,30,False,True,Eficiente
989,7,4,Casa,False,1,35,False,False,Moderado
814,4,4,Casa,False,1,9,False,False,Moderado
902,14,7,Casa,False,5,25,False,False,Moderado
1227,14,7,Local,False,3,19,True,False,Moderado
111,3,11,Casa,True,6,43,False,True,Moderado
490,6,4,Local,True,6,8,True,False,Moderado
854,18,4,Casa,True,6,14,False,False,Moderado
299,7,14,Oficina,True,1,8,False,True,Moderado
1188,3,13,Apartamento,False,2,6,False,False,Ineficiente
271,5,14,Local,True,5,25,True,False,Moderado
1192,23,2,Casa,True,3,23,True,False,Moderado
779,12,8,Apartamento,True,6,11,False,False,Ineficiente
161,9,14,Casa,True,5,19,False,False,Moderado
770,13,9,Oficina,False,1,13,False,True,Moderado
1072,9,3,Apartamento,False,6,21,True,False,Moderado
788,12,5,Apartamento,True,3,15,False,False,Moderado
1287,23,11,Local,True,4,28,True,True,Moderado
1322,21,8,Casa,True,3,31,True,False,Moderado
943,9,9,Local,False,2,18,True,False,Ineficiente
715,9,2,Apartamento,True,6,34,False,True,Moderado
475,18,5,Local,False,6,42,False,False,Moderado
408,21,7,Apartamento,False,4,31,True,False,Moderado
1060,21,4,Casa,True,4,19,True,False,Moderado
1215,24,6,Casa,True,6,50,True,False,Moderado
1279,17,11,Local,True,2,39,False,True,Moderado
1387,15,10,Apartamento,False,4,19,True,False,Ineficiente
1324,12,12,Apartamento,False,1,7,False,True,Ineficiente
933,8,14,Oficina,False,6,34,False,False,Ineficiente
672,17,4,Casa,False,3,41,False,False,Moderado
1030,14,6,Oficina,False,3,12,False,True,Moderado
1109,16,9,Oficina,False,2,40,True,True,Moderado
179,17,7,Oficina,True,1,5,False,True,Moderado
269,22,5,Local,True,4,46,False,True,Moderado
1059,24,9,Casa,True,6,15,False,True,Moderado
800,10,12,Casa,False,3,4,False,False,Ineficiente
726,4,4,Local,True,3,44,True,False,Moderado
600,20,4,Casa,False,3,50,False,False,Moderado
757,21,5,Casa,True,3,33,True,False,Moderado
379,6,10,Local,False,5,5,True,False,Moderado
893,11,6,Casa,True,2,32,True,True,Moderado
99,18,9,Oficina,True,4,14,True,False,Moderado
745,16,7,Local,False,6,14,False,False,Moderado
677,24,4,Local,True,6,13,False,True,Moderado
108,9,9,Local,False,6,38,False,False,Moderado
689,16,13,Oficina,True,4,4,False,False,Moderado
884,22,10,Local,True,2,25,False,False,Moderado
154,15,9,Apartamento,False,1,47,False,False,Moderado
917,21,14,Casa,False,2,16,False,False,Moderado
269,8,5,Oficina,True,3,42,False,True,Moderado
157,22,15,Local,False,3,46,False,True,Moderado
144,24,15,Apartamento,False,2,15,True,False,Moderado
1316,13,14,Casa,False,2,34,False,True,Ineficiente
146,18,12,Apartamento,True,4,37,False,True,Moderado
1120,18,7,Casa,True,4,22,False,False,Moderado
1077,11,2,Oficina,False,5,12,False,False,Moderado
1040,20,5,Oficina,False,6,32,True,True,Moderado
656,15,9,Casa,False,5,28,True,True,Moderado
106,12,2,Apartamento,True,6,45,False,False,Eficiente
725,3,4,Casa,True,3,33,False,False,Moderado
1263,19,2,Local,False,5,33,True,True,Moderado
296,8,10,Casa,True,5,26,True,False,Moderado
689,13,3,Apartamento,True,1,14,False,False,Moderado
347,3,10,Casa,True,2,49,False,False,Ineficiente
1170,21,14,Casa,False,4,8,False,True,Moderado
640,19,5,Apartamento,True,5,25,True,False,Moderado
1182,7,3,Casa,False,4,2,True,False,Moderado
1001,11,5,Apartamento,False,6,35,False,False,Moderado
1378,21,13,Casa,False,5,46,False,True,Moderado
937,16,12,Apartamento,True,6,4,True,False,Moderado
855,6,12,Oficina,True,5,19,True,False,Ineficiente
209,21,11,Local,False,3,19,False,False,Moderado
1428,4,7,Oficina,False,1,4,False,True,Moderado
1077,6,12,Oficina,False,6,9,True,False,Ineficiente
772,9,8,Casa,False,2,15,False,False,Ineficiente
873,9,4,Casa,False,2,24,False,False,Moderado
140,9,4,Apartamento,False,3,43,False,True,Moderado
296,13,13,Oficina,True,3,24,False,True,Moderado
117,24,11,Oficina,True,2,29,False,True,Moderado
1177,9,13,Casa,False,6,13,True,True,Ineficiente
266,12,9,Casa,True,2,21,False,False,Moderado
1151,15,6,Casa,False,1,42,False,True,Moderado
1069,9,5,Local,True,5,27,False,True,Moderado
230,11,8,Apartamento,False,1,29,False,True,Moderado
134,8,8,Casa,False,2,18,False,False,Moderado
